Cota;Afluencia;Defluencia;VazaoNatural;VazaoIncremental;VolumeUtil
735,2;10;14;20,88;20,28;80,38
735,17;7;14;19,68;17,28;79,97
735,15;7;14;18,47;17,27;79,7
735,14;10;14;18,47;20,27;79,57
735,12;7;14;19,66;17,27;79,29
735,11;10;14;20,26;20,26;79,16
735,12;12,97;14;19,06;23,23;79,29
735,1;10;14;18,47;20,25;79,02
735,07;4,03;14;17,87;14,29;78,61
735,04;4,03;14;16,07;14,29;78,2
735,02;7,02;14;15,47;17,28;77,93
735;4;15;15,47;14,25;77,66
734,97;7;14;18,46;17,25;77,26
734,94;4;15;18,45;14,25;76,85
734,96;19;14;20,25;29,25;77,12
734,94;7;14;21,46;17,25;76,85
734,93;13;14;22,66;23,26;76,71
734,94;13;14;20,86;23,26;76,85
734,93;10;14;20,86;20,26;76,71
734,92;10;14;19,06;20,26;76,58
734,9;7;14;17,27;17,27;76,31
734,87;4;14;16,07;14,27;75,9
734,84;4;14;14,88;14,28;75,5
734,8;4;14;14,28;14,28;74,96
734,77;4;14;14,89;14,29;74,55
734,74;4;14;18,49;14,29;74,15
734,73;7;14;20,3;17,3;74,01
734,76;22;14;21,5;32,3;74,42
734,76;13;14;22,11;23,31;74,42
734,75;10;14;23,31;20,31;74,28
734,73;7;14;23,32;17,32;74,01
734,74;13;14;24,32;23,32;74,15
734,76;22;14;32,33;32,33;74,42
734,8;25;14;35,34;35,34;74,96
734,85;27,78;13;38,13;38,13;75,63
734,94;39,63;14;49,98;49,98;76,85
735,05;45,64;14;56,01;56,01;78,34
735,1;21,89;14;32,26;32,26;79,02
735,1;18,93;14;26,32;29,31;79,02
735,08;7,01;14;23,95;17,4;78,75
735,07;10;14;23,38;20,39;78,61
735,06;10;14;21,6;20,4;78,48
735,08;19;14;22,21;29,41;78,75
735,07;10;14;22,81;20,41;78,61
735,06;10;14;23,42;20,42;78,48
735,06;13;14;21,63;23,43;78,48
735,06;13;14;21,63;23,43;78,48
735,05;10;14;21,04;20,44;78,34
735,04;10;14;20,44;20,44;78,2
735,02;7;14;19,85;17,45;77,93
735,01;10;14;19,25;20,45;77,79
735;10;14;19,25;20,45;77,66
734,98;7;14;19,86;17,46;77,39
734,97;10;14;19,26;20,46;77,26
734,96;10;14;18,06;20,46;77,12
734,94;7;14;17,46;17,46;76,85
734,91;4;14;16,26;14,46;76,44
734,89;4;14;15,06;14,46;76,17
734,85;4;14;14,46;14,46;75,63
734,82;4;14;14,46;14,46;75,23
734,79;4;14;15,06;14,46;74,82
734,76;4;14;15,06;14,46;74,42
734,74;7;14;15,66;17,46;74,15
734,71;4;14;16,86;14,46;73,74
734,69;7;14;18,05;17,46;73,48
734,68;10;14;18,05;20,45;73,34
734,67;10;14;19,85;20,45;73,21
734,65;7;14;20,45;17,44;72,94
734,65;13;14;19,86;23,44;72,94
734,64;10,03;14;18,69;20,47;72,8
734,62;7,08;14;20,48;17,51;72,53
734,59;4,14;14;20,48;14,56;72,13
734,6;16;14;20,46;26,42;72,26
734,6;13;14;20,44;23,42;72,26
734,6;10;14;20,41;20,41;72,26
734,57;7;15;18,6;17,4;71,86
734,54;4;14;17,4;14,4;71,46
734,52;7;14;16,79;17,39;71,19
734,5;7;14;16,19;17,39;70,92
734,48;7;14;16,78;17,38;70,66
734,45;4;14;16,77;14,37;70,26
734,43;7;14;16,17;17,37;69,99
734,42;7;14;16,76;17,36;69,86
734,41;4;14;18,56;14,36;69,72
734,37;10;14;20,35;20,35;69,19
734,37;13;15;23,34;23,34;69,19
734,38;16;14;26,34;26,34;69,32
734,38;25;14;35,33;35,33;69,32
734,44;19;14;29,33;29,33;70,12
734,44;13;14;23,33;23,33;70,12
734,44;7;14;20,32;17,32;70,12
734,4;7;14;16,32;17,32;69,59
734,37;4;14;14,32;14,32;69,19
734,41;25;14;35,31;35,31;69,72
734,56;57;14;67,31;67,31;71,73
734,61;25;14;35,31;35,31;72,4
734,61;16;14;26,31;26,31;72,4
734,6;10,02;14;21,35;20,33;72,26
734,58;7,11;14;19,2;17,42;72
734,56;7,11;14;16,25;17,42;71,73
734,53;4,19;14;14,49;14,49;71,33
734,53;1,25;14;13,27;11,56;71,33
734,49;1,26;14;12,65;11,57;70,79
734,45;1;14;12,61;11,31;70,26
734,41;4;14;13,17;14,31;69,72
734,38;4;15;14,32;14,32;69,32
734,34;4;15;14,92;14,32;68,79
734,3;7;14;14,52;17,32;68,26
734,28;4;14;14,13;14,33;67,99
734,26;2;14;13,73;12,33;67,73
734,22;2;14;12,74;12,34;67,19
734,2;2;14;12,34;12,34;66,93
734,16;2;14;12,35;12,35;66,4
734,12;2;14;12,35;12,35;65,87
734,08;2;14;13,96;12,36;65,34
734,1;2;14;15,56;12,36;65,61
734,1;10;14;17,7;20,37;65,61
734,06;10;14;20,38;20,38;65,08
734,06;25;14;35,38;35,38;65,08
734,2;36;14;46,39;46,39;66,93
734,26;28;14;38,4;38,4;67,73
734,32;28;14;38,41;38,41;68,52
734,38;28;14;38,42;38,42;69,32
734,38;10;14;20,42;20,42;69,32
734,45;31;14;41,43;41,43;70,26
734,45;10;15;20,44;20,44;70,26
734,44;7;14;21,45;17,45;70,12
734,46;16;14;22,86;26,46;70,39
734,48;16;14;23,46;26,46;70,66
734,49;13;14;25,87;23,47;70,79
734,49;13;14;25,88;23,48;70,79
734,5;19;14;24,68;29,48;70,92
734,54;16;14;24,69;26,49;71,46
734,55;10;14;25,3;20,5;71,59
734,56;13;14;24,1;23,5;71,73
734,58;16;14;24,51;26,51;72
734,59;13;14;23,52;23,52;72,13
734,64;25;14;35,52;35,52;72,8
734,64;22;14;32,53;32,53;72,8
734,72;22;14;29,53;32,53;73,88
734,73;13;14;23,54;23,54;74,01
734,83;40;14;50,55;50,55;75,36
734,91;34;14;44,56;44,56;76,44
734,95;22;14;32,56;32,56;76,99
735;25;14;35,57;35,57;77,66
735,02;16;14;26,57;26,57;77,93
735,05;19;14;26,58;29,58;78,34
735,06;13;14;23,58;23,58;78,48
735,06;10;14;22,99;20,59;78,48
735,05;7;14;21,79;17,59;78,34
735,06;13;14;21,79;23,59;78,48
735,07;13;14;21,8;23,6;78,61
735,08;13;14;22,4;23,6;78,75
735,08;10;14;22,4;20,6;78,75
735,08;10;14;22,41;20,61;78,75
735,09;13;14;21,81;23,61;78,88
735,1;13;14;21,81;23,61;79,02
735,1;10;14;21,21;20,61;79,02
735,1;10;15;22,46;20,62;79,02
735,1;7;14;22,51;17,62;79,02
735,12;19,2;14;23,75;29,82;79,29
735,13;13,23;20;25;23,86;79,43
735,15;16,22;14;25,65;26,85;79,7
735,17;16,21;14;23,86;26,84;79,97
735,17;10,26;14;23,27;20,89;79,97
735,17;10,26;14;22,08;20,89;79,97
735,17;10,26;14;20,89;20,89;79,97
735,17;10,26;14;20,3;20,89;79,97
735,17;10,26;14;19,7;20,89;79,97
735,16;7,29;14;19,11;17,92;79,84
735,15;7,29;14;17,92;17,92;79,7
735,14;7,29;14;20,3;17,92;79,57
735,12;4,3;14;22,09;14,93;79,29
735,15;22,17;15;23,28;32,8;79,7
735,18;16,22;14;26,26;26,86;80,11
735,2;13,23;14;28,65;23,87;80,38
735,24;22,2;14;26,27;32,84;80,92
735,25;16,23;14;25,63;26,87;81,06
735,27;10,26;14;24,98;20,9;81,34
735,26;13;14;22,54;23,64;81,2
735,27;10;14;21,29;20,64;81,34
735,26;10;14;20,64;20,64;81,2
735,26;10;14;19,44;20,64;81,2
735,25;7;14;18,84;17,64;81,06
735,24;7;14;18,24;17,64;80,92
735,23;7;14;17,64;17,63;80,79
735,22;7;14;17,69;17,63;80,65
735,22;7;14;17,75;17,63;80,65
735,2;7,27;14;17,8;17,91;80,38
735,19;7,29;14;17,26;17,92;80,24
735,18;7,29;14;17,26;17,92;80,11
735,16;4,3;14;17,2;14,93;79,84
735,15;7;14;17,15;17,63;79,7
735,14;7;14;16,49;17,63;79,57
735,13;7;14;17,03;17,63;79,43
735,11;4;14;16,43;14,63;79,16
735,1;7;14;15,83;17,63;79,02
735,08;4;14;15,83;14,63;78,75
735,06;4;14;15,83;14,62;78,48
735,05;7;14;15,22;17,63;78,34
735,02;4;14;15,22;14,62;77,93
735,01;4;14;16,42;14,62;77,79
734,99;4;14;15,82;14,62;77,53
734,99;10;14;16,42;20,62;77,53
734,97;4;14;16,42;14,62;77,26
734,96;7;14;17,02;17,62;77,12
734,94;4;14;15,82;14,62;76,85
734,93;7;14;15,82;17,62;76,71
734,91;4;14;15,82;14,62;76,44
734,9;4;14;17,02;14,62;76,31
734,88;7;14;16,43;17,62;76,03
734,88;10;15;17,63;20,63;76,03
734,86;4;14;20,03;14,63;75,77
734,86;10;15;21,83;20,63;75,77
734,88;16;14;23,07;26,63;76,03
734,89;16;14;24,91;26,63;76,17
734,92;16,19;14;25,56;26,82;76,58
734,93;13,22;14;25,01;23,86;76,71
734,94;13,22;13;23,86;23,86;76,85
734,95;13,22;14;22,08;23,86;76,99
734,94;10,26;14;21,49;20,9;76,85
734,94;7,3;14;20,25;17,93;76,85
734,94;10,26;14;19;20,9;76,85
734,93;7;14;17,75;17,64;76,71
734,92;7;14;17,09;17,64;76,58
734,9;4;14;16,44;14,64;76,31
734,88;4;14;15,63;14,63;76,03
734,87;7;14;17,63;17,63;75,9
734,93;28;14;38,63;38,63;76,71
734,96;19;13;29,63;29,63;77,12
734,97;13;13;25,63;23,63;77,26
734,98;13;14;23,03;23,63;77,39
734,97;7;14;21,23;17,63;77,26
734,97;10;14;20,03;20,63;77,26
734,97;10;14;19,42;20,62;77,26
734,96;7;14;19,42;17,62;77,12
734,96;10;14;18,82;20,62;77,12
734,95;7;14;18,21;17,61;76,99
734,94;7;14;18,21;17,61;76,85
734,93;7;14;17,01;17,61;76,71
734,92;7;13;17;17,6;76,58
734,9;4;13;17,6;14,6;76,31
734,89;7;13;17,65;17,59;76,17
734,89;10;13;17,71;20,59;76,17
734,88;7,3;13;18,36;17,88;76,03
734,87;7,3;14;17,82;17,88;75,9
734,87;7,3;14;17,28;17,87;75,9
734,86;4,33;14;16,68;14,9;75,77
734,83;7,3;14;16,67;17,86;75,36
734,81;8;14;18,28;18,56;75,09
734,8;11;14;19,01;21,55;74,96
734,78;8;14;19,15;18,55;74,69
734,76;1;14;15,14;11,54;74,42
734,74;7;14;14,54;17,54;74,15
734,74;4;14;14,53;14,53;74,15
734,7;4;14;15,13;14,53;73,61
734,68;4;14;14,52;14,52;73,34
734,66;4;14;14,52;14,52;73,07
734,64;4;14;14,51;14,51;72,8
734,62;4;14;14,51;14,51;72,53
734,6;4;14;16,9;14,5;72,26
734,58;4;14;18,1;14,5;72
734,6;16;14;19,3;26,5;72,26
734,6;10;13;21,1;20,5;72,26
734,6;10;14;21,69;20,49;72,26
734,61;13;14;19,89;23,49;72,4
734,6;7;14;19,29;17,49;72,26
734,59;7;14;18,69;17,49;72,13
734,57;7;14;17,28;17,48;71,86
734,55;7;14;17,08;17,48;71,59
734,54;6;14;16,88;16,48;71,46
734,52;8;14;17,88;18,48;71,19
734,5;3;14;14,68;13,48;70,92
734,48;3;14;13,48;13,48;70,66
734,46;3;14;12,87;13,47;70,39
734,44;0;14;13,47;10,47;70,12
734,41;3;14;14,07;13,47;69,72
734,4;6;14;14,67;16,47;69,59
734,38;8;14;18,27;18,47;69,32
734,38;14;14;19,27;24,47;69,32
734,36;8;14;19,67;18,47;69,06
734,34;8;14;18,47;18,47;68,79
734,32;8;14;18,47;18,47;68,52
734,48;61;14;71,48;71,48;68,26
734,28;3;14;13,48;13,48;67,99
734,26;3;14;13,48;13,48;67,73
734,24;8;14;15,28;18,47;67,46
734,21;3;14;12,68;13,48;67,06
734,18;1;14;12,68;11,48;66,66
734,16;1;14;12,68;11,48;66,4
734,14;3;14;12,68;13,48;66,13
734,12;3;14;13,08;13,48;65,87
734,1;3;13;13,48;13,48;65,61
734,08;3;14;13,48;13,48;65,34
734,06;3;14;15,28;13,48;65,08
734,04;3;14;15,88;13,48;64,81
734,05;12;14;17,08;22,48;64,95
734,04;6;14;18,28;16,48;64,81
734,04;9;14;19,48;19,48;64,81
734,04;9;14;17,68;19,48;64,81
734,04;9;14;17,68;19,48;64,81
734,02;3;14;16,68;13,48;64,55
734,01;6;14;15,68;16,48;64,42
733,99;4;14;14,68;14,48;64,16
733,97;4;14;14,88;14,48;63,91
733,95;8;14;18,28;18,48;63,66
733,93;8;14;17,88;18,48;63,4
733,9;0,97;14;13,77;11,45;63,02
733,87;3,74;14;13,72;14,22;62,65
733,86;3,74;14;13,66;14,22;62,52
733,84;3,74;14;14,21;14,22;62,27
733,82;3,73;14;14,23;14,2;62,02
733,79;6;14;19,07;16,47;61,64
733,79;14;14;20,27;24,47;61,64
733,76;3,84;14;15,95;14,31;61,27
733,76;7;14;18,2;17,47;61,27
733,76;9;14;18,84;19,47;61,27
733,76;15;14;19,47;25,47;61,27
733,76;7;14;19,86;17,46;61,27
733,75;7;14;19,46;17,46;61,14
733,75;14;14;20,06;24,46;61,14
733,74;11;14;19,86;21,46;61,02
733,72;4;14;15,46;14,46;60,77
733,69;1;14;14,45;11,45;60,4
733,67;4;14;13,85;14,45;60,15
733,65;4;14;13,25;14,45;59,9
733,63;4;14;13,84;14,44;59,65
733,6;6;14;17,64;16,44;59,28
733,58;4;14;12,64;14,44;59,04
733,54;1;14;12,03;11,43;58,55
733,52;9;14;16,23;19,43;58,31
733,49;6;14;16,03;16,43;57,95
733,47;9;14;16,42;19,42;57,7
733,43;3;14;18,42;13,42;57,22
733,39;3;14;19,02;13,41;56,73
733,41;4;14;15,01;14,41;56,97
733,39;4;14;15,61;14,41;56,73
733,38;7;14;16,2;17,4;56,61
733,38;7;14;18,8;17,4;56,61
733,36;7;14;19,8;17,39;56,37
733,39;22;14;25,59;32,39;56,73
733,39;14;14;24,99;24,39;56,73
733,4;17;14;24,38;27,38;56,85
733,39;6,64;14;17,49;17,02;56,73
733,36;4,02;14;15,88;14,39;56,37
733,35;4;14;13,7;14,37;56,26
733,33;1;14;12,57;11,37;56,01
733,29;4;14;17,16;14,36;55,54
733,26;6;14;16,76;16,36;55,18
733,22;1;14;10,95;11,35;54,7
733,2;0;14;10,74;10,34;54,46
733,16;0;14;10,54;10,34;53,99
733,13;6;14;12,53;16,34;53,64
733,09;4;14;13,33;14,33;53,17
733,04;1;14;14,53;11,33;52,58
733;4;14;14,12;14,32;52,11
732,97;1;14;11,32;11,32;51,77
732,93;1;14;12,51;11,31;51,3
732,9;3;14;13,11;13,31;50,96
732,87;6;14;13,7;16,3;50,61
732,86;3;14;14,3;13,3;50,49
732,81;4;14;14,49;14,29;49,92
732,76;4;14;13,69;14,29;49,35
732,71;1;14;13,69;11,29;48,78
732,67;2;14;15,08;12,28;48,33
732,63;7;14;16,28;17,28;47,88
732,6;7;14;16,88;17,28;47,53
732,58;10;14;18,48;20,28;47,31
732,55;7;14;20,47;17,27;46,98
732,53;10;14;20,47;20,27;46,76
732,54;17;15;20,47;27,27;46,87
732,51;7;14;21,07;17,27;46,53
732,5;4,64;14;14;14,91;46,42
732,5;0,64;14;12;10,91;46,42
732,45;0,68;14;11;10,94;45,86
732,4;0,82;14;11;11,08;45,31
732,35;1;14;12;11,26;44,76
732,3;1;14;13;11,26;44,21
732,25;6;14;14,26;16,26;43,67
732,22;6;14;15,26;16,26;43,34
732,22;6;14;16,66;16,26;43,34
732,2;6;14;17,07;16,27;43,12
732,19;8;14;17,47;18,27;43,01
732,18;12;14;19,07;22,27;42,9
732,16;8;14;16,27;18,27;42,69
732,14;3;14;15,27;13,27;42,48
732,11;7;14;16,68;17,28;42,15
732,07;5;14;16,48;15,28;41,73
732,05;9;14;17,88;19,28;41,51
732,02;7;14;18,89;17,29;41,19
732;10;15;19,29;20,29;40,98
731,99;6;14;15,29;16,29;40,87
731,96;6;14;15,5;16,3;40,56
731,94;4;14;15,1;14,3;40,35
731,9;4;14;14,7;14,3;39,94
731,87;4;14;14,31;14,31;39,63
731,84;4;14;15,11;14,31;39,31
731,81;4;14;15,12;14,32;39
731,8;8,12;14;15,61;18,44;38,9
731,77;3,74;14;14,07;14,07;38,59
731,84;26,16;14;36,49;36,49;39,31
731,93;30,92;14;41,25;41,25;40,25
731,93;10,4;14;20,74;20,74;40,25
731,93;14;14;21,48;24,34;40,25
731,91;9;14;20,23;19,35;40,04
731,89;5,84;14;16,37;16,19;39,83
731,86;4;14;15,55;14,36;39,52
731,83;4;14;16,53;14,36;39,21
731,8;4;14;16,96;14,36;38,9
731,81;13;14;17,77;23,37;39
731,79;8;14;18,17;18,37;38,8
731,79;8;14;18,57;18,37;38,8
731,77;6;14;17,18;16,38;38,59
731,74;6;14;18,18;16,38;38,29
731,73;6;14;20,78;16,38;38,19
731,73;13;14;23,72;23,38;38,19
731,79;21;14;31,39;31,39;38,8
731,88;31;14;41,39;41,39;39,73
731,98;33;14;43,4;43,4;40,77
732,09;36;14;46,4;46,4;41,94
732,11;15;14;25,4;25,4;42,15
732,12;13;14;22,07;23,07;42,26
732,11;8;14;20,14;17,74;42,15
732,1;6;14;18,01;15,41;42,05
732,09;10;14;16,68;19,08;41,94
732,08;12;14;19,08;20,75;41,84
732,06;8;14;16,42;16,42;41,62
732,14;29;14;39;37,09;42,48
732,29;46;14;57;53,76;44,1
732,35;25;14;35;32,43;44,76
732,42;30;14;37,1;37,1;45,53
732,48;23;14;29,77;29,77;46,2
732,51;18;14;22,75;24,44;46,53
732,5;7,96;14;20,05;14,06;46,42
732,49;7,97;14;17,2;13,74;46,31
732,5;12,83;14;14,87;18,26;46,42
732,5;10,4;14;14,54;15,5;46,42
732,5;8;14;14,21;12,76;46,42
732,5;8;14;12,91;12,43;46,42
732,48;8;14;12,1;12,1;46,2
732,46;8;14;12,16;11,76;45,97
732,45;8;14;12,23;11,43;45,86
732,45;10;14;12,29;13,09;45,86
732,45;10;14;11,55;12,76;45,86
732,45;10;14;10,82;12,42;45,86
732,44;6;14;9,88;8,08;45,75
732,41;6;14;12,75;7,75;45,42
732,39;7;14;13,21;8,41;45,2
732,45;26;15;13,48;27,08;45,86
732,46;14;14;13,75;14,75;45,97
732,45;9;14;13,48;9,41;45,86
732,44;9;14;9,47;9,08;45,75
732,43;7;14;7,34;7,07;45,64
732,4;7;14;5,67;7,07;45,31
732,37;4;14;4,67;4,07;44,98
732,34;1;14;4,46;1,06;44,65
732,31;4;14;6,66;4,06;44,32
732,28;6;14;11,46;6,06;43,99
732,31;18;14;17,39;18,05;44,32
732,37;28;14;28,05;28,05;44,98
732,47;35;14;35,05;35,05;46,09
732,66;54,91;14;54,96;54,96;48,22
732,88;61,6;14;61,65;61,65;50,73
733,01;42,29;14;42,34;42,34;52,23
733,06;22,26;14;22,31;22,31;52,81
733,08;15,87;14;17,12;15,92;53,05
733,09;13,06;14;17,12;13,11;53,17
733,08;6,66;14;17,12;16,97;53,05
733,08;7;13;17,4;17,31;53,05
733,08;12;14;18,24;22,31;53,05
733,08;7;14;18,98;17,31;53,05
733,06;7;14;17,31;17,31;52,81
733,19;42;14;52,32;52,32;54,34
733,29;35;14;45,32;45,32;55,54
733,38;33;14;43,32;43,32;56,61
733,45;27;15;37,33;37,33;57,46
733,52;28;15;38,34;38,34;58,31
733,57;25;14;35,34;35,34;58,92
733,61;16;14;26,35;26,35;59,41
733,61;10;14;22,35;20,35;59,41
733,61;10;14;20,76;20,36;59,41
733,61;8;14;20,96;18,36;59,41
733,61;8;14;22,17;18,37;59,41
733,64;17;14;24,78;27,38;59,78
733,68;16;14;26,18;26,38;60,28
733,72;23;14;28,19;33,39;60,77
733,74;15;14;27,2;25,4;61,02
733,78;18;14;25,83;28,4;61,51
733,79;12;14;22,8;22,41;61,64
733,78;9,13;14;20,07;19,55;61,51
733,77;7,83;14;18,25;18,25;61,39
733,84;29,5;14;39,93;39,93;62,27
733,92;32,01;14;42,45;42,45;63,28
733,96;22,5;14;32,95;32,95;63,78
733,98;19;14;29,46;29,46;64,03
734,06;36,49;15;46,95;46,95;65,08
734,1;25;15;35,47;35,47;65,61
734,14;18;14;28,48;28,48;66,13
734,16;16;14;26,15;26,49;66,4
734,17;13;14;22,49;23,49;66,53
734,17;7;14;17,5;17,5;66,53
734,17;27;14;37,5;37,5;66,53
734,44;73;14;83,52;83,52;70,12
734,56;44;14;54,52;54,52;71,73
734,66;38;14;48,53;48,53;73,07
734,74;33;14;43,54;43,54;74,15
734,8;27;0;37,55;37,55;74,96
734,83;19;14;29,55;29,55;75,36
734,9;30;14;40,56;40,56;76,31
734,96;27;14;37,57;37,57;77,12
735,02;27;14;37,57;37,57;77,93
735,1;31;14;41,58;41,58;79,02
735,15;28;14;38,59;38,59;79,7
735,18;19;15;29,59;29,59;80,11
735,27;36;15;46,6;46,6;81,34
735,39;45;15;55,61;55,61;82,97
735,5;43;15;53,62;53,62;84,48
735,56;27;15;37,62;37,62;85,31
735,59;19;15;29,63;29,63;85,71
735,62;18;15;27,3;28,63;86,13
735,64;13;15;25,24;23,64;86,4
735,65;13;15;23,24;23,64;86,54
735,65;10;15;21,44;20,64;86,54
735,65;9;15;20,64;19,64;86,54
735,65;9;15;19,85;19,65;86,54
735,65;9;15;19,65;19,65;86,54
735,65;9;15;19,05;19,65;86,54
735,65;9;15;18,45;19,65;86,54
735,64;6;15;18,05;16,65;86,4
735,63;6;15;17,86;16,66;86,26
735,62;7;15;17,66;17,66;86,13
735,6;8;15;17,86;18,66;85,85
735,6;8;15;18,66;18,66;85,85
735,59;7;15;19,26;17,66;85,71
735,58;10;15;19,06;20,66;85,58
735,59;10;15;19,26;20,66;85,71
735,59;7;15;19,26;17,66;85,71
735,58;9;15;18,66;19,66;85,58
735,57;7;15;17,46;17,66;85,44
735,56;7;15;18,86;17,66;85,31
735,54;4;15;18,46;14,66;85,03
735,55;14;15;18,46;24,66;85,17
735,54;7;15;18,46;17,66;85,03
735,53;7;15;19,06;17,66;84,89
735,52;7;15;17,66;17,66;84,76
735,51;7;15;17,86;17,66;84,62
735,5;7;15;18,46;17,66;84,48
735,49;8;15;19,06;18,66;84,34
735,49;10;15;19,46;20,66;84,34
735,49;10;15;19,45;20,65;84,34
735,49;9;15;19,18;19,65;84,34
735,48;7;15;18,54;17,65;84,21
735,47;6,62;15;17,89;17,27;84,07
735,46;6,81;15;17,41;17,46;83,93
735,45;6,78;15;17,2;17,43;83,79
735,45;6,61;12;17,88;17,26;83,79
735,43;5,95;15;17,91;16,6;83,52
735,43;10;15;17,76;20,65;83,52
735,42;7;15;18,44;17,64;83,38
735,41;6;15;18,64;16,64;83,25
735,41;10;15;18,04;20,64;83,25
735,4;7;15;19,04;17,64;83,11
735,39;7;15;19,24;17,64;82,97
735,39;12;15;19,24;22,64;82,97
735,38;7;15;20,31;17,64;82,84
735,38;10;15;20,64;20,64;82,84
735,44;27;15;37,64;37,64;83,66
735,47;18;15;28,65;28,65;84,07
735,5;18;15;25,98;28,65;84,48
735,5;10;15;24,85;20,65;84,48
735,5;11;15;22,85;21,65;84,48
735,51;14;15;21,25;24,65;84,62
735,5;8;15;20,05;18,65;84,48
735,5;10;15;19,85;20,65;84,48
735,48;4;15;18,45;14,65;84,21
735,48;10;15;18,45;20,65;84,21
735,47;7;15;17,25;17,65;84,07
735,46;8;15;17,23;18,65;83,93
735,45;4;15;16,63;14,65;83,79
735,42;3,87;15;16,74;14,53;83,38
735,41;6,99;15;16,18;17,65;83,25
735,4;7,58;15;16,89;18,24;83,11
735,38;5,18;15;17,22;15,83;82,84
735,37;7,54;15;17,78;18,2;82,7
735,35;5,52;15;17,14;16,17;82,43
735,35;9,79;15;18,11;20,44;82,43
735,33;4,42;15;17,8;15,08;82,16
735,33;10;15;17,5;20,66;82,16
735,32;6;15;16,94;16,65;82,02
735,3;4;15;17,45;14,65;81,74
735,3;7;15;16,85;17,65;81,74
735,28;7;15;16,45;17,65;81,47
735,27;7;15;16,45;17,65;81,34
735,25;4;15;16,45;14,65;81,06
735,24;4;15;15,85;14,65;80,92
735,22;7;15;15,84;17,64;80,65
735,2;4;15;15,84;14,64;80,38
735,19;7;15;16,04;17,64;80,24
735,17;4;15;15,64;14,64;79,97
735,15;5;15;15,83;15,63;79,7
735,14;5;15;16,63;15,63;79,57
735,11;5;15;16,43;15,63;79,16
735,11;11;15;16,82;21,62;79,16
735,09;3;15;17,42;13,62;78,88
735,08;7;15;17,41;17,61;78,75
735,08;8;15;16,61;18,61;78,75
735,05;5;15;18;15,6;78,34
735,04;7;15;18,6;17,6;78,2
735,04;10;15;19,19;20,59;78,2
735,04;10;15;19,79;20,59;78,2
735,04;11;15;19,78;21,58;78,2
735,03;8;15;19,98;18,58;78,07
735,02;7;15;19,37;17,57;77,93
735,02;11;15;19,26;21,57;77,93
735,03;7;15;19,16;17,56;78,07
735,02;10,48;15;18,66;21,04;77,93
735;7,5;15;17,86;18,06;77,66
734,98;4,53;15;18,05;15,08;77,39
734,97;7;15;17,05;17,54;77,26
734,97;8;15;18,54;18,54;77,26
735,04;34;15;44,54;44,54;78,2
735,1;27;15;37,53;37,53;79,02
735,13;20;15;30,53;30,53;79,43
735,15;12;15;26,53;22,53;79,7
735,17;16;15;26,72;26,52;79,97
735,2;18;15;25,12;28,52;80,38
735,2;15;15;24,52;25,52;80,38
735,23;12;15;23,72;22,52;80,79
735,23;9;15;21,31;19,51;80,79
735,24;12;15;19,91;22,51;80,92
735,24;6;15;19,51;16,51;80,92
735,22;8;15;19,11;18,5;80,65
735,22;10;15;17,3;20,5;80,65
735,2;7;15;17,5;17,5;80,38
735,19;3;15;17,1;13,5;80,24
735,18;7;15;15,9;17,5;80,11
735,17;6;15;15,7;16,5;79,97
735,15;4;15;15,69;14,5;79,7
735,14;6;15;15,69;16,49;79,57
735,12;3;15;16,49;13,49;79,29
735,11;7;15;18,69;17,49;79,16
735,11;10;15;19,32;20,49;79,16
735,13;15;15;19,89;25,49;79,43
735,13;9,12;15;20;19,62;79,43
735,12;5,84;15;19,54;16,33;79,29
735,11;7,55;15;17,27;18,04;79,16
735,1;7,74;15;16,75;18,23;79,02
735,08;3,61;15;16,39;14,11;78,75
735,07;6,56;15;15,68;17,06;78,61
735,05;4;15;15,13;14,5;78,34
735,04;4;15;15,41;14,5;78,2
735,02;5;15;15,5;15,5;77,93
734,99;5;15;15,5;15,5;77,53
734,98;7;15;14,9;17,5;77,39
734,96;4;15;15,1;14,5;77,12
734,94;1;15;15,1;11,5;76,85
734,91;6;15;14,31;16,5;76,44
734,89;5;15;14,31;15,51;76,17
734,87;3;15;14,91;13,51;75,9
734,85;4;15;14,51;14,51;75,63
734,83;4;15;13,71;14,51;75,36
734,81;4;15;13,91;14,51;75,09
734,78;1;15;14,11;11,51;74,69
734,76;4;15;13,31;14,51;74,42
734,74;5;15;12,71;15,51;74,15
734,71;0;15;13,51;10,51;73,74
734,68;1;15;13,71;11,51;73,34
734,66;5;15;13,51;15,51;73,07
734,64;5;15;14,51;15,51;72,8
734,61;4;15;15,31;14,51;72,4
734,6;5;15;15,11;15,51;72,26
734,58;5;15;14,71;15,51;72
734,56;4;15;15,1;14,51;71,73
734,54;3;15;16,5;13,5;71,46
734,53;6;15;16,7;16,5;71,33
734,54;12;15;17,3;22,5;71,46
734,53;6;15;18,11;16,5;71,33
734,53;7;15;17,89;17,5;71,33
734,51;7,07;15;16,28;17,57;71,06
734,49;4,86;15;15,88;15,36;70,79
734,47;4;15;15,28;14,49;70,52
734,45;4;15;15,26;14,49;70,26
734,45;4;15;15,49;14,49;70,26
734,43;7;15;16,29;17,49;69,99
734,42;6;15;17,88;16,48;69,86
734,42;8;15;19,15;18,48;69,86
734,42;12;15;22,48;22,48;69,86
734,66;82;15;92,48;92,48;73,07
734,79;45;15;55,48;55,48;74,82
