ota (m);Afluencia (m3/s);Defluencia (m3/s);Vazao Natural (m3/s);Volume Util (%);Data da Medicao
734.84;5.13;15;15.92;75.5;01/08/2017
734.82;5.55;15;16.28;75.23;02/08/2017
734.8;6.18;15;16.54;74.96;03/08/2017
734.78;6.67;15;16.94;74.69;04/08/2017
734.76;6.61;15;17.14;74.42;05/08/2017
734.74;7.15;15;17.19;74.15;06/08/2017
734.72;6.55;15;17.01;73.88;07/08/2017
734.7;6.42;15;16.81;73.61;08/08/2017
734.68;5.77;15;16.35;73.34;09/08/2017
734.66;5.57;15;16.07;73.07;10/08/2017
734.64;4.89;15;16.07;72.8;11/08/2017
734.61;5.15;15;16.4;72.4;12/08/2017
734.59;6.38;15;17.1;72.13;13/08/2017
734.57;7.43;15;18.3;71.86;14/08/2017
734.56;9.09;15;19.49;71.73;15/08/2017
734.55;10.88;15;21.33;71.59;16/08/2017
734.56;11.11;15;23.53;71.73;17/08/2017
734.56;15.58;15;25.64;71.73;18/08/2017
734.55;18.41;15;27.61;71.59;19/08/2017
734.63;19.63;15;29.68;72.67;20/08/2017
734.67;20.73;15;29.84;73.21;21/08/2017
734.7;21.46;15;28.76;73.61;22/08/2017
734.72;16.37;15;26.87;73.88;23/08/2017
734.72;13.02;15;24.33;73.88;24/08/2017
734.71;10.19;15;21.42;73.74;25/08/2017
734.7;8.03;15;19.47;73.61;26/08/2017
734.67;6.93;15;18.12;73.21;27/08/2017
734.65;6.62;15;17.38;72.94;28/08/2017
734.63;6.27;15;17;72.67;29/08/2017
734.61;6.46;15;16.82;72.4;30/08/2017
734.59;6.19;15;16.67;72.13;31/08/2017
734.56;6;15;16.69;71.73;01/09/2017
734.54;5.88;15;16.53;71.46;02/09/2017
734.52;6.4;15;16.32;71.19;03/09/2017
734.5;5.68;15;16.09;70.92;04/09/2017
734.47;5.15;15;15.86;70.52;05/09/2017
734.45;4.85;15;15.41;70.26;06/09/2017
734.43;4.75;14;15.11;69.99;07/09/2017
734.41;4.13;15;14.98;69.72;08/09/2017
734.38;4.22;15;14.93;69.32;09/09/2017
734.34;4.51;16;14.77;68.79;10/09/2017
734.31;4.61;15;14.66;68.39;11/09/2017
734.29;4;15;14.44;68.12;12/09/2017
734.25;3.56;15;14.22;67.59;13/09/2017
734.22;3.14;15;13.9;67.19;14/09/2017
734.19;3.42;15;13.69;66.8;15/09/2017
734.16;3.04;15;13.59;66.4;16/09/2017
734.14;3;15;13.67;66.13;17/09/2017
734.11;3.07;15;13.56;65.74;18/09/2017
734.08;3.57;15;13.63;65.34;19/09/2017
734.05;2.87;15;13.68;64.95;20/09/2017
734.03;3.44;15;13.72;64.68;21/09/2017
733.99;3.27;15;13.57;64.16;22/09/2017
733.98;3.3;15;13.56;64.03;23/09/2017
733.95;2.81;15;13.4;63.66;24/09/2017
733.92;2.86;15;13.42;63.28;25/09/2017
733.89;2.64;15;13.85;62.9;26/09/2017
733.86;3.39;15;14.69;62.52;27/09/2017
733.84;5.45;15;15.69;62.27;28/09/2017
733.82;7.05;15;16.92;62.02;29/09/2017
733.83;7.88;15;17.82;62.14;30/09/2017
733.83;8.83;15;18.07;62.14;01/10/2017
733.82;7.91;15;17.91;62.02;02/10/2017
733.82;6.72;15;17.58;62.02;03/10/2017
733.82;6.25;15;17.32;62.02;04/10/2017
733.79;6.25;15;17.55;61.64;05/10/2017
733.76;7.59;15;18.02;61.27;06/10/2017
733.77;9.09;15;18.64;61.39;07/10/2017
733.79;9.06;15;19.28;61.64;08/10/2017
733.79;9.38;15;19.31;61.64;09/10/2017
733.78;9.5;14;18.89;61.51;10/10/2017
733.78;7.77;15;18.49;61.51;11/10/2017
733.77;7.01;15;17.82;61.39;12/10/2017
733.78;7.09;15;16.88;61.51;13/10/2017
733.74;6.03;15;16.11;61.02;14/10/2017
733.74;4.82;15;15.46;61.02;15/10/2017
733.7;3.93;15;14.63;60.52;16/10/2017
733.7;3.81;15;14.03;60.52;17/10/2017
733.67;2.94;15;13.9;60.15;18/10/2017
733.65;3.06;14;13.94;59.9;19/10/2017
733.62;4.16;15;14.05;59.53;20/10/2017
733.6;4.15;15;14.63;59.28;21/10/2017
733.6;4.41;15;16.07;59.28;22/10/2017
733.57;5.86;15;18.01;58.92;23/10/2017
733.56;10.26;15;20.39;58.8;24/10/2017
733.58;13.89;15;23.03;59.04;25/10/2017
733.62;16.05;15;25.34;59.53;26/10/2017
733.68;17.64;15;26.07;60.28;27/10/2017
733.7;17.42;15;25.3;60.52;28/10/2017
733.72;13.89;15;23.92;60.77;29/10/2017
733.72;10.09;15;21.96;60.77;30/10/2017
733.72;9.14;15;20.47;60.77;31/10/2017
733.71;7.82;15;19.98;60.65;01/11/2017
733.71;10.01;15;20.48;60.65;02/11/2017
733.7;11.42;15;21.14;60.52;03/11/2017
733.74;12.56;15;22.03;61.02;04/11/2017
733.77;12.48;15;22.27;61.39;05/11/2017
733.78;12.26;15;22.2;61.51;06/11/2017
733.78;11.18;15;22.16;61.51;07/11/2017
733.78;11.07;15;22.48;61.51;08/11/2017
733.79;12.35;15;23.2;61.64;09/11/2017
733.81;14.07;15;23.86;61.89;10/11/2017
733.84;15.84;15;24.18;62.27;11/11/2017
733.87;14.48;15;23.82;62.65;12/11/2017
733.89;12.68;15;22.69;62.9;13/11/2017
733.89;10.5;15;21.2;62.9;14/11/2017
733.87;8.39;15;20.18;62.65;15/11/2017
733.86;8.41;14;19.7;62.52;16/11/2017
733.85;9.36;15;19.79;62.39;17/11/2017
733.87;10.25;15;20.84;62.65;18/11/2017
733.88;10.92;15;21.83;62.77;19/11/2017
733.89;13.63;15;22.55;62.9;20/11/2017
733.88;13.3;15;23.08;62.77;21/11/2017
733.95;12.97;15;23.31;63.66;22/11/2017
733.94;12.84;15;23.33;63.53;23/11/2017
733.96;12.07;15;23.38;63.78;24/11/2017
733.96;13.7;15;23.46;63.78;25/11/2017
733.96;13.51;15;23.41;63.78;26/11/2017
734.02;13.33;15;23.54;64.55;27/11/2017
734.03;12.55;15;22.5;64.68;28/11/2017
734.03;12.67;15;21.28;64.68;29/11/2017
734.02;8.47;15;20;64.55;30/11/2017
734.01;7.36;15;18.83;64.42;01/12/2017
733.99;6.93;15;17.54;64.16;02/12/2017
733.99;6.65;15;16.95;64.16;03/12/2017
733.98;6.21;15;16.77;64.03;04/12/2017
733.96;5.46;15;16.75;63.78;05/12/2017
733.94;6.44;15;16.89;63.53;06/12/2017
733.92;6.83;15;17.2;63.28;07/12/2017
733.93;7.34;15;17.72;63.4;08/12/2017
733.93;7.73;15;17.69;63.4;09/12/2017
733.92;8.02;15;17.32;63.28;10/12/2017
733.91;6.27;15;16.8;63.15;11/12/2017
733.89;4.96;15;16.05;62.9;12/12/2017
733.88;4.72;15;15.21;62.77;13/12/2017
733.86;4;15;14.74;62.52;14/12/2017
733.85;3.78;15;14.56;62.39;15/12/2017
733.84;3.91;15;14.67;62.27;16/12/2017
733.81;4.08;15;15.5;61.89;17/12/2017
733.8;5.23;15;16.72;61.76;18/12/2017
733.77;8.39;15;18.21;61.39;19/12/2017
733.78;9.91;15;20.06;61.51;20/12/2017
733.82;11.35;15;21.53;62.02;21/12/2017
733.83;13.31;15;22.01;62.14;22/12/2017
733.84;12.59;15;22.07;62.27;23/12/2017
733.85;10.56;15;21.68;62.39;24/12/2017
733.85;10.21;15;20.72;62.39;25/12/2017
733.85;9.39;15;20.36;62.39;26/12/2017
733.85;8.54;15;21.18;62.39;27/12/2017
733.84;10.83;15;22.4;62.27;28/12/2017
733.84;14.64;15;23.86;62.27;29/12/2017
733.88;16.36;15;25.85;62.77;30/12/2017
733.95;16.7;15;27.08;63.66;31/12/2017
733.99;18;15;28.44;64.16;01/01/2018
733.99;8;13;25.1;64.16;02/01/2018
734.02;18;15;23.43;64.55;03/01/2018
734.03;12;15;21.42;64.68;04/01/2018
734.03;9;15;21.22;64.68;05/01/2018
734.03;8;15;18.41;64.68;06/01/2018
734.03;7;15;17.41;64.68;07/01/2018
734.09;25;15;35.4;65.47;08/01/2018
734.13;19;15;29.4;66;09/01/2018
734.25;43;15;53.39;67.59;10/01/2018
734.29;20;13;30.39;68.12;11/01/2018
734.32;17;15;25.38;68.52;12/01/2018
734.32;8;15;23.18;68.52;13/01/2018
734.33;10;15;21.77;68.66;14/01/2018
734.33;9;15;19.97;68.66;15/01/2018
734.34;13;15;20.16;68.79;16/01/2018
734.34;8;15;20.56;68.79;17/01/2018
734.34;9;15;21.56;68.79;18/01/2018
734.35;12;15;21.35;68.92;19/01/2018
734.37;14;15;24.35;69.19;20/01/2018
734.38;12;15;25.55;69.32;21/01/2018
734.42;23;15;25.14;69.86;22/01/2018
734.45;15;15;23.54;70.26;23/01/2018
734.45;10;15;23.94;70.26;24/01/2018
734.44;6;15;21.34;70.12;25/01/2018
734.46;14;15;20.34;70.39;26/01/2018
734.47;10;15;20.34;70.52;27/01/2018
734.53;25.11;15;35.45;71.33;28/01/2018
734.62;35.15;15;45.49;72.53;29/01/2018
734.74;43.22;15;53.55;74.15;30/01/2018
734.8;26.51;15;36.84;74.96;31/01/2018
734.84;20;15;30.34;75.5;01/02/2018
734.86;13;15;24.34;75.77;02/02/2018
734.88;9;15;22.55;76.03;03/02/2018
734.88;11;15;19.95;76.03;04/02/2018
734.88;8;15;18.95;76.03;05/02/2018
734.88;7;15;18.36;76.03;06/02/2018
734.88;8;15;17.96;76.03;07/02/2018
734.87;6;15;17.37;75.9;08/02/2018
734.87;9;15;17.17;75.9;09/02/2018
734.86;5;15;17.18;75.77;10/02/2018
734.85;6;15;18.18;75.63;11/02/2018
734.85;8;15;19.39;75.63;12/02/2018
734.86;11;15;21.2;75.77;13/02/2018
734.88;15;15;22.2;76.03;14/02/2018
734.9;14;15;23.21;76.31;15/02/2018
734.91;11;15;25.02;76.44;16/02/2018
734.93;13;15;25.03;76.71;17/02/2018
734.97;20;15;23.83;77.26;18/02/2018
734.99;15;15;23.24;77.53;19/02/2018
734.99;8;15;22.45;77.53;20/02/2018
734.99;8;15;21.46;77.53;21/02/2018
734.99;9;15;19.67;77.53;22/02/2018
735.01;15;15;20.07;77.79;23/02/2018
735;6;15;20.82;77.66;24/02/2018
734.99;10;15;20.49;77.53;25/02/2018
735.06;35;15;45.5;78.48;26/02/2018
735.07;10.76;15;21.27;78.61;27/02/2018
735.08;10.76;15;21.02;78.75;28/02/2018
735.08;10;15;21.83;78.75;01/03/2018
735.08;14;15;22.08;78.75;02/03/2018
735.1;11;15;22.33;79.02;03/03/2018
735.11;12;15;22.74;79.16;04/03/2018
735.12;12;15;22.95;79.29;05/03/2018
735.13;12;15;23.15;79.43;06/03/2018
735.15;15;15;22.56;79.7;07/03/2018
735.16;12;15;21.97;79.84;08/03/2018
735.16;9;15;21.77;79.84;09/03/2018
735.17;9;15;20.58;79.97;10/03/2018
735.17;11;15;20.38;79.97;11/03/2018
735.17;9;15;20.99;79.97;12/03/2018
735.17;11;15;22.79;79.97;13/03/2018
735.19;12;15;23;80.24;14/03/2018
735.22;18;15;23;80.65;15/03/2018
735.23;12;15;22.41;80.79;16/03/2018
735.23;9;15;23.01;80.79;17/03/2018
735.23;8;15;22.41;80.79;18/03/2018
735.24;15;15;24.22;80.92;19/03/2018
735.27;15;15;25.42;81.34;20/03/2018
735.31;21;15;26.83;81.88;21/03/2018
735.32;15;15;25.83;82.02;22/03/2018
735.33;15;15;24.84;82.16;23/03/2018
735.32;10;15;22.84;82.02;24/03/2018
735.31;10;15;22.24;81.88;25/03/2018
735.3;11;15;21.65;81.74;26/03/2018
735.31;12;15;23.85;81.88;27/03/2018
735.36;12;15;25.65;82.56;28/03/2018
735.39;21;15;31.66;82.97;29/03/2018
735.48;39;15;49.66;84.21;30/03/2018
735.55;33;15;43.67;85.17;31/03/2018
735.6;27;15;37.67;85.85;01/04/2018
735.63;21;15;31.67;86.26;02/04/2018
735.67;25;15;35.68;86.82;03/04/2018
735.69;18;15;28.68;87.09;04/04/2018
735.7;15;15;25.01;87.23;05/04/2018
735.7;10;15;23.7;87.23;06/04/2018
735.68;10;15;21.47;86.95;07/04/2018
735.67;12.1;15;19.68;86.82;08/04/2018
735.67;6.82;15;19.12;86.82;09/04/2018
735.65;6.07;15;18.51;86.54;10/04/2018
735.62;7.17;15;17.52;86.13;11/04/2018
735.6;6.98;15;17.47;85.85;12/04/2018
735.58;7.13;15;17.59;85.58;13/04/2018
735.56;6.59;15;17.28;85.31;14/04/2018
735.68;48;15;58.69;86.95;15/04/2018
735.75;36;15;46.69;87.92;16/04/2018
735.91;59;13;69.7;90.13;17/04/2018
735.99;41;15;51.7;91.23;18/04/2018
736.04;26;15;36.7;91.92;19/04/2018
736.04;11;15;21.7;91.92;20/04/2018
736.04;10;15;21.29;91.92;21/04/2018
736.01;10.77;15;20.77;91.51;22/04/2018
735.99;10.87;15;20.12;91.23;23/04/2018
735.98;7.75;15;20.22;91.09;24/04/2018
735.96;7.75;15;19.47;90.81;25/04/2018
735.95;10.48;15;18.89;90.68;26/04/2018
735.98;7.05;15;18.74;91.09;27/04/2018
735.96;7.95;15;18.59;90.81;28/04/2018
735.94;7;15;17.89;90.54;29/04/2018
735.92;7;15;17.88;90.26;30/04/2018
735.9;7;15;17.69;89.98;01/05/2018
735.87;7;15;17.89;89.57;02/05/2018
735.85;7;15;17.88;89.3;03/05/2018
735.83;8;15;17.68;89.02;04/05/2018
735.81;7;15;17.68;88.74;05/05/2018
735.79;6;15;17.48;88.47;06/05/2018
735.77;7;15;17.28;88.19;07/05/2018
735.75;6;15;17.08;87.92;08/05/2018
735.72;7;15;17.48;87.5;09/05/2018
735.71;6;15;17.48;87.37;10/05/2018
735.68;8;18;17.48;86.95;11/05/2018
735.66;7;15;17.47;86.68;12/05/2018
735.63;6;15;17.67;86.26;13/05/2018
735.61;7;15;17.47;85.99;14/05/2018
735.59;7;15;17.27;85.71;15/05/2018
735.57;7;15;17.47;85.44;16/05/2018
735.54;6;15;18.67;85.03;17/05/2018
735.51;7;15;18.47;84.62;18/05/2018
735.51;13;15;18.47;84.62;19/05/2018
735.49;6;15;18.07;84.34;20/05/2018
735.47;7;15;17.87;84.07;21/05/2018
735.44;4;15;16.47;83.66;22/05/2018
735.42;6;15;16.27;83.38;23/05/2018
735.4;6;15;15.67;83.11;24/05/2018
735.38;5;15;16.47;82.84;25/05/2018
735.37;4;15;16.07;82.7;26/05/2018
735.35;8;15;15.87;82.43;27/05/2018
735.33;4;15;16.07;82.16;28/05/2018
735.31;5;15;16.47;81.88;29/05/2018
735.29;6;15;15.87;81.61;30/05/2018
735.29;6;9;15.87;81.61;31/05/2018
735.25;5;15;16.27;81.06;01/06/2018
735.23;4;15;16.07;80.79;02/06/2018
735.22;7;15;15.87;80.65;03/06/2018
735.2;5;15;16.67;80.38;04/06/2018
735.18;5;15;17.67;80.11;05/06/2018
735.17;9;15;18.26;79.97;06/06/2018
735.16;9;15;18.46;79.84;07/06/2018
735.15;10;15;18.66;79.7;08/06/2018
735.13;6;15;18.26;79.43;09/06/2018
735.11;6;15;18.45;79.16;10/06/2018
735.09;7;15;20.05;78.88;11/06/2018
735.08;10;15;20.45;78.75;12/06/2018
735.09;18;15;21.65;78.88;13/06/2018
735.09;8;15;22.04;78.88;14/06/2018
735.09;12;15;21.64;78.88;15/06/2018
735.08;9;15;19.84;78.75;16/06/2018
735.07;8;15;19.43;78.61;17/06/2018
735.06;9;15;18.23;78.48;18/06/2018
735.04;6;15;17.82;78.2;19/06/2018
735.02;6;15;17.42;77.93;20/06/2018
735;7;14;16.81;77.66;21/06/2018
734.98;6;15;16.5;77.39;22/06/2018
734.96;6;15;16.18;77.12;23/06/2018
734.93;4.49;15;16.26;76.71;24/06/2018
734.9;4.43;15;15.92;76.31;25/06/2018
734.88;7.41;15;15.6;76.03;26/06/2018
734.85;4.33;15;15.57;75.63;27/06/2018
734.82;4.43;15;16.08;75.23;28/06/2018
734.79;4.34;15;15.39;74.82;29/06/2018
734.77;7.03;15;15.32;74.55;30/06/2018
734.74;4;15;15.43;74.15;01/07/2018
734.71;4;15;15.76;73.74;02/07/2018
734.68;5;15;15.35;73.34;03/07/2018
734.65;6;15;15.54;72.94;04/07/2018
734.64;5;15;14.94;72.8;05/07/2018
734.62;5;15;14.93;72.53;06/07/2018
734.6;1;15;14.53;72.26;07/07/2018
734.57;5;15;14.52;71.86;08/07/2018
734.55;4;15;13.92;71.59;09/07/2018
734.53;5;15;14.72;71.33;10/07/2018
734.5;2;15;14.71;70.92;11/07/2018
734.48;5;15;14.91;70.66;12/07/2018
734.46;5;15;14.91;70.39;13/07/2018
734.44;5;15;15.3;70.12;14/07/2018
734.42;5;15;14.7;69.86;15/07/2018
734.4;4;15;14.5;69.59;16/07/2018
734.37;2;15;14.5;69.19;17/07/2018
734.35;4;15;13.7;68.92;18/07/2018
734.34;5;15;13.89;68.79;19/07/2018
734.3;1;15;14.09;68.26;20/07/2018
734.3;5;9;13.89;68.26;21/07/2018
734.3;3;9;14.09;68.26;22/07/2018
734.26;3;15;14.29;67.73;23/07/2018
734.23;6;15;13.89;67.33;24/07/2018
734.21;2;15;14.09;67.06;25/07/2018
734.19;3;15;14.09;66.8;26/07/2018
734.17;4;15;13.49;66.53;27/07/2018
734.15;3;15;14.09;66.27;28/07/2018
734.13;3;15;15.29;66;29/07/2018
734.12;5;15;16.29;65.87;30/07/2018
734.12;9;15;17.49;65.87;31/07/2018
734.12;9;15;18.69;65.87;01/08/2018
734.12;9;15;19.5;65.87;02/08/2018
734.13;9;15;19.3;66;03/08/2018
734.13;9;15;19.7;66;04/08/2018
734.13;8;15;19.1;66;05/08/2018
734.14;11;15;18.7;66.13;06/08/2018
734.13;6;15;18.1;66;07/08/2018
734.12;7;15;17.3;65.87;08/08/2018
734.11;6;15;16.3;65.74;09/08/2018
734.09;4;15;15.71;65.47;10/08/2018
734.08;6;15;14.71;65.34;11/08/2018
734.06;3;15;13.91;65.08;12/08/2018
734.04;2;15;14.31;64.81;13/08/2018
734.02;2;15;14.11;64.55;14/08/2018
734.01;6;15;14.31;64.42;15/08/2018
733.99;5;15;15.71;64.16;16/08/2018
733.99;4;15;16.51;64.16;17/08/2018
733.97;9;15;15.91;63.91;18/08/2018
733.97;6;15;16.51;63.91;19/08/2018
733.95;3;15;16.51;63.66;20/08/2018
733.94;8;15;15.71;63.53;21/08/2018
733.91;4;15;15.51;63.15;22/08/2018
733.88;5;15;16.55;62.77;23/08/2018
733.84;5;15;15.77;62.27;24/08/2018
733.83;8.22;15;15.84;62.14;25/08/2018
733.8;4.11;15;15.73;61.76;26/08/2018
733.77;4.34;15;15.7;61.39;27/08/2018
733.74;4.44;15;15.09;61.02;28/08/2018
733.71;4.87;15;14.84;60.65;29/08/2018
733.68;5.19;14;15.17;60.28;30/08/2018
733.64;2.87;14;14.88;59.78;31/08/2018
733.61;6;14;14.1;59.41;01/09/2018
733.57;3;14;14.06;58.92;02/09/2018
733.52;1;15;14.48;58.31;03/09/2018
733.5;5;15;13.48;58.07;04/09/2018
733.48;5;15;13.68;57.83;05/09/2018
733.45;1;15;14.28;57.46;06/09/2018
733.44;4;15;14.07;57.34;07/09/2018
733.42;4;15;13.87;57.1;08/09/2018
733.4;4;15;14.47;56.85;09/09/2018
733.37;4;15;13.86;56.49;10/09/2018
733.35;4;15;13.86;56.26;11/09/2018
733.32;1;15;16.06;55.9;12/09/2018
733.3;4;15;17.06;55.65;13/09/2018
733.32;15;15;17.45;55.9;14/09/2018
733.32;9;15;18.05;55.9;15/09/2018
733.31;6;15;18.05;55.77;16/09/2018
733.29;4;15;17.44;55.54;17/09/2018
733.27;4;15;18.04;55.3;18/09/2018
733.26;12;15;18.24;55.18;19/09/2018
733.28;12;15;18.23;55.42;20/09/2018
733.28;7;12;18.36;55.42;21/09/2018
733.26;4;15;16.92;55.18;22/09/2018
733.24;4.63;15;15.41;54.94;23/09/2018
733.22;4.83;15;14.58;54.7;24/09/2018
733.2;4.48;15;14.74;54.46;25/09/2018
733.17;2.89;15;14.69;54.11;26/09/2018
733.15;4.8;15;14.38;53.87;27/09/2018
733.13;4.39;15;14.57;53.64;28/09/2018
733.11;3.31;15;13.71;53.4;29/09/2018
733.25;44.68;15;55.07;55.06;30/09/2018
733.27;14;15;24.39;55.3;01/10/2018
733.27;10;15;21.72;55.3;02/10/2018
733.27;10;15;19.79;55.3;03/10/2018
733.26;7;15;18.18;55.18;04/10/2018
733.25;6;15;17.98;55.06;05/10/2018
733.24;6;15;18.17;54.94;06/10/2018
733.24;9;15;19.17;54.94;07/10/2018
733.25;11;15;19.76;55.06;08/10/2018
733.26;12;15;20.36;55.18;09/10/2018
733.26;9;15;20.76;55.18;10/10/2018
733.26;9;15;22.35;55.18;11/10/2018
733.27;11;15;23.75;55.3;12/10/2018
733.31;19;15;25.74;55.77;13/10/2018
733.35;19;15;26.74;56.26;14/10/2018
733.39;19;15;28.13;56.73;15/10/2018
733.41;14;15;27.33;56.97;16/10/2018
733.43;18;15;28.33;57.22;17/10/2018
733.5;25;15;35.32;58.07;18/10/2018
733.56;25;15;35.32;58.8;19/10/2018
733.6;17;15;27.32;59.28;20/10/2018
733.62;19;15;26.98;59.53;21/10/2018
733.65;14;15;26.71;59.9;22/10/2018
733.68;18;15;27.71;60.28;23/10/2018
733.7;14;15;27.31;60.52;24/10/2018
733.7;22;20;28.5;60.52;25/10/2018
733.78;17;15;27.24;61.51;26/10/2018
733.82;20;15;26.26;62.02;27/10/2018
733.83;11.72;15;23.58;62.14;28/10/2018
733.83;9.1;15;22.4;62.14;29/10/2018
733.83;8.6;15;20.8;62.14;30/10/2018
733.84;11.12;15;20.26;62.27;31/10/2018
733.84;12;15;20.44;62.27;01/11/2018
733.84;9;15;19.92;62.27;02/11/2018
733.85;10;15;18.89;62.39;03/11/2018
733.84;6;13;17.69;62.27;04/11/2018
733.83;6;15;17.3;62.14;05/11/2018
733.82;6;15;16.1;62.02;06/11/2018
733.82;7;15;15.9;62.02;07/11/2018
733.79;4;15;17.3;61.64;08/11/2018
733.78;5;15;18.3;61.51;09/11/2018
733.8;13;15;18.31;61.76;10/11/2018
733.81;11;15;18.51;61.89;11/11/2018
733.8;7;15;18.71;61.76;12/11/2018
733.78;5;15;17.32;61.51;13/11/2018
733.76;6;15;15.72;61.27;14/11/2018
733.74;6;15;15.33;61.02;15/11/2018
733.71;3;15;16.93;60.65;16/11/2018
733.69;5;15;19.54;60.4;17/11/2018
733.7;13;15;21.34;60.52;18/11/2018
733.74;19;15;23.15;61.02;19/11/2018
733.75;15;15;25.35;61.14;20/11/2018
733.76;12;15;24.96;61.27;21/11/2018
733.78;16;15;25.36;61.51;22/11/2018
733.78;11;15;26.36;61.51;23/11/2018
733.82;20.97;15;31.34;62.02;24/11/2018
733.91;35.21;15;45.59;63.15;25/11/2018
733.93;18.69;15;29.08;63.4;26/11/2018
733.94;10.53;15;23.57;63.53;27/11/2018
733.94;10.3;14;22.75;63.53;28/11/2018
733.96;16.22;15;26.63;63.78;29/11/2018
734.01;24.65;15;35.06;64.42;30/11/2018
734.12;43;15;53.42;65.87;01/12/2018
734.19;30;15;40.43;66.8;02/12/2018
734.21;16;15;26.44;67.06;03/12/2018
734.23;16;15;25.78;67.33;04/12/2018
734.24;14;15;23.25;67.46;05/12/2018
734.24;11;14;21.45;67.46;06/12/2018
734.24;7;15;19.66;67.46;07/12/2018
734.22;7;15;18.46;67.19;08/12/2018
734.22;7;15;17.27;67.19;09/12/2018
734.2;8;14;17.47;66.93;10/12/2018
734.18;5;14;18.27;66.66;11/12/2018
734.18;8;15;18.28;66.66;12/12/2018
734.17;11;14;18.48;66.53;13/12/2018
734.15;7;15;19.48;66.27;14/12/2018
734.15;9;15;18.88;66.27;15/12/2018
734.13;10;15;18.08;66;16/12/2018
734.1;5;14;17.68;65.61;17/12/2018
734.08;7;15;16.68;65.34;18/12/2018
734.05;5;15;16.28;64.95;19/12/2018
734.02;4;14;17.08;64.55;20/12/2018
733.99;8;15;19.33;64.16;21/12/2018
733.99;9;15;23.09;64.16;22/12/2018
734.01;18.23;15;24.13;64.42;23/12/2018
734.04;23.82;15;24.4;64.81;24/12/2018
734.04;9.21;15;24.67;64.81;25/12/2018
734.04;9.36;15;22.39;64.81;26/12/2018
734.02;10.35;14;19.46;64.55;27/12/2018
733.99;6.85;14;18.92;64.16;28/12/2018
733.99;9.18;14;18.39;64.16;29/12/2018
733.97;6.53;14;16.91;63.91;30/12/2018
733.95;6.72;14;17.74;63.66;31/12/2018
733.92;3;14;16.5;63.28;01/01/2019
733.92;11;15;19.39;63.28;02/01/2019
733.89;3;15;22.1;62.9;03/01/2019
733.93;21;15;31.43;63.4;04/01/2019
734.03;38;15;48.43;64.68;05/01/2019
734.1;31;15;41.42;65.61;06/01/2019
734.14;23;15;33.42;66.13;07/01/2019
734.17;23;15;31.08;66.53;08/01/2019
734.2;16;15;31.01;66.93;09/01/2019
734.22;17;15;29.4;67.19;10/01/2019
734.28;24;15;34.4;67.99;11/01/2019
734.34;33;15;43.39;68.79;12/01/2019
734.41;30;15;40.39;69.72;13/01/2019
734.44;17;15;27.39;70.12;14/01/2019
734.45;13;15;23.71;70.26;15/01/2019
734.45;10;15;25.38;70.26;16/01/2019
734.46;16;15;24.57;70.39;17/01/2019
734.5;19;15;26.37;70.92;18/01/2019
734.51;13;15;27.56;71.06;19/01/2019
734.51;22;15;26.56;71.06;20/01/2019
734.57;16;15;24.36;71.86;21/01/2019
734.57;11;15;23.95;71.86;22/01/2019
734.56;8;15;23.31;71.73;23/01/2019
734.56;11;15;24.52;71.73;24/01/2019
734.58;18.8;15;25.51;72;25/01/2019
734.63;22.03;15;27.55;72.67;26/01/2019
734.66;15.98;15;28.1;73.07;27/01/2019
734.69;18.22;15;25.83;73.48;28/01/2019
734.7;13.75;15;23.01;73.61;29/01/2019
734.69;7.43;15;20.81;73.48;30/01/2019
734.68;7.94;15;18.57;73.34;31/01/2019
734.65;5;15;16.42;72.94;01/02/2019
734.62;7;15;15.35;72.53;02/02/2019
734.6;3;15;13.35;72.26;03/02/2019
734.8;74;15;84.36;74.96;04/02/2019
734.87;30;15;40.36;75.9;05/02/2019
735.06;69;15;79.37;78.48;06/02/2019
735.16;42;15;52.37;79.84;07/02/2019
735.22;32;15;42.38;80.65;08/02/2019
735.25;23;15;33.39;81.06;09/02/2019
735.24;11;15;24.06;80.92;10/02/2019
735.22;7;15;17.4;80.65;11/02/2019
735.29;33;15;43.41;81.61;12/02/2019
735.32;22;15;32.41;82.02;13/02/2019
735.35;22;15;32.42;82.43;14/02/2019
735.5;57;15;67.43;84.48;15/02/2019
735.67;66;15;76.44;86.82;16/02/2019
735.7;61;15;71.45;87.23;17/02/2019
735.69;48;15;58.46;87.09;18/02/2019
735.68;40;15;50.47;86.95;19/02/2019
735.7;54;15;64.48;87.23;20/02/2019
735.78;69;15;79.49;88.33;21/02/2019
735.76;75;15;85.5;88.05;22/02/2019
735.73;45;15;55.5;87.64;23/02/2019
735.71;41;15;51.51;87.37;24/02/2019
735.69;50.85;15;61.37;87.09;25/02/2019
735.71;67.56;15;78.09;87.37;26/02/2019
735.7;64.29;15;74.83;87.23;27/02/2019
735.75;67.6;15;78.14;87.92;28/02/2019
735.75;61;15;71.55;87.92;01/03/2019
735.75;61;15;71.56;87.92;02/03/2019
735.8;60;15;70.57;88.6;03/03/2019
735.78;54;15;64.57;88.33;04/03/2019
735.74;50;15;60.58;87.78;05/03/2019
735.74;83;15;93.59;87.78;06/03/2019
735.7;52;15;62.59;87.23;07/03/2019
735.68;31;15;41.59;86.95;08/03/2019
735.7;18;15;28.6;87.23;09/03/2019
735.77;45;15;55.61;88.19;10/03/2019
735.96;65;15;75.62;90.81;11/03/2019
