ota (m);Afluencia (m3/s);Defluencia (m3/s);Vazao Natural (m3/s);Volume Util (%);Data da Medicao
733.32;16;14;11;52.45;22/03/2004
733.33;17;14;10;52.57;23/03/2004
733.33;14;14;8;52.57;24/03/2004
733.33;14;14;9;52.55;25/03/2004
733.33;14;14;9;52.57;26/03/2004
733.31;8;14;4;52.34;27/03/2004
733.3;11;14;7;52.22;28/03/2004
733.28;8;14;5;51.98;29/03/2004
733.29;16;14;12;52.1;30/03/2004
733.28;11;14;8;51.98;31/03/2004
733.27;11;14;7;51.86;01/04/2004
733.26;11;14;8;51.75;02/04/2004
733.26;14;14;11;51.75;03/04/2004
733.25;11;14;8;51.63;04/04/2004
733.24;11;14;7;51.51;05/04/2004
733.3;30;14;25;52.22;06/04/2004
733.37;32;14;28;53.05;07/04/2004
733.39;19;14;15;53.29;08/04/2004
733.39;14;14;10;53.29;09/04/2004
733.39;14;14;10;53.29;10/04/2004
733.39;14;14;8;53.29;11/04/2004
733.4;16;14;12;53.41;12/04/2004
733.41;16;14;11;53.53;13/04/2004
733.43;19;14;14;53.77;14/04/2004
733.48;27;14;23;54.37;15/04/2004
733.48;14;14;11;54.37;16/04/2004
733.48;14;14;9;54.37;17/04/2004
733.49;16;14;12;54.49;18/04/2004
733.52;22;14;18;54.85;19/04/2004
733.52;14;14;10;54.85;20/04/2004
733.52;14;14;10;54.85;21/04/2004
733.52;14;14;11;54.85;22/04/2004
733.5;8;14;5;54.61;23/04/2004
733.49;11;14;8;54.49;24/04/2004
733.49;14;14;10;54.49;25/04/2004
733.47;8;14;3;54.25;26/04/2004
733.47;14;14;8;54.25;27/04/2004
733.47;14;14;9;54.25;28/04/2004
733.47;14;14;9;54.25;29/04/2004
733.46;11;14;7;54.13;30/04/2004
733.43;5;14;2;53.77;01/05/2004
733.42;11;14;7;53.65;02/05/2004
733.39;5;14;1;53.29;03/05/2004
733.38;11;14;7;53.17;04/05/2004
733.36;8;14;4;52.93;05/05/2004
733.35;11;14;7;52.81;06/05/2004
733.34;11;14;8;52.69;07/05/2004
733.33;11;14;8;52.57;08/05/2004
733.31;8;14;5;52.34;09/05/2004
733.29;8;14;4;52.1;10/05/2004
733.26;5;14;3;51.75;11/05/2004
733.24;8;14;6;51.51;12/05/2004
733.22;8;14;4;51.28;13/05/2004
733.21;11;14;7;51.16;14/05/2004
733.18;6;14;2;50.81;15/05/2004
733.18;14;14;10;50.81;16/05/2004
733.15;6;14;1;50.46;17/05/2004
733.13;8;14;4;50.23;18/05/2004
733.12;11;14;7;50.11;19/05/2004
733.09;6;14;2;49.77;20/05/2004
733.07;8;14;4;49.54;21/05/2004
733.07;14;14;8;49.54;22/05/2004
733.06;11;13;6;49.42;23/05/2004
733.07;16;14;13;49.54;24/05/2004
733.08;16;14;12;49.65;25/05/2004
733.09;16;14;12;49.77;26/05/2004
733.09;14;14;9;49.77;27/05/2004
733.07;8;13;5;49.54;28/05/2004
733.06;11;14;7;49.42;29/05/2004
733.06;14;14;10;49.42;30/05/2004
733.1;24;14;19;49.88;31/05/2004
733.13;21;14;16;50.23;01/06/2004
733.15;19;14;15;50.46;02/06/2004
733.17;19;14;15;50.69;03/06/2004
733.21;24;14;21;51.16;04/06/2004
733.27;30;14;23;51.86;05/06/2004
733.31;24;14;18;52.34;06/06/2004
733.35;24;14;19;52.81;07/06/2004
733.39;24;14;19;53.29;08/06/2004
733.4;16;14;12;53.41;09/06/2004
733.4;14;14;10;53.41;10/06/2004
733.4;14;14;9;53.41;11/06/2004
733.42;19;14;16;53.65;12/06/2004
733.41;11;14;7;53.53;13/06/2004
733.41;14;14;8;53.53;14/06/2004
733.41;14;14;9;53.53;15/06/2004
733.4;11;14;7;53.41;16/06/2004
733.39;11;14;7;53.29;17/06/2004
733.38;11;14;8;53.17;18/06/2004
733.36;8;14;5;52.93;19/06/2004
733.34;8;14;5;52.69;20/06/2004
733.32;8;14;7;52.45;21/06/2004
733.32;11;11;7;52.45;22/06/2004
733.3;8;11;5;52.22;23/06/2004
733.28;8;14;5;51.98;24/06/2004
733.27;11;14;7;51.86;25/06/2004
733.25;8;14;5;51.63;26/06/2004
733.23;8;14;4;51.39;27/06/2004
733.22;11;13;7;51.28;28/06/2004
733.22;1;0;4;51.32;29/06/2004
733.19;11;14;7;50.93;30/06/2004
733.17;8;14;5;50.69;01/07/2004
733.14;6;14;3;50.34;02/07/2004
733.12;8;14;6;50.11;03/07/2004
733.1;8;14;5;49.88;04/07/2004
733.08;8;14;4;49.65;05/07/2004
733.06;8;14;4;49.42;06/07/2004
733.04;8;14;4;49.19;07/07/2004
733.02;8;14;5;48.96;08/07/2004
733.01;11;14;8;48.85;09/07/2004
733.02;16;14;11;48.96;10/07/2004
733.02;14;14;8;48.96;11/07/2004
733.02;14;14;9;48.96;12/07/2004
733;8;13;7;48.73;13/07/2004
732.98;8;14;4;48.51;14/07/2004
732.97;11;14;7;48.39;15/07/2004
732.95;8;14;4;48.17;16/07/2004
732.95;13;13;9;48.17;17/07/2004
732.95;14;14;7;48.17;18/07/2004
733.04;37;14;32;49.19;19/07/2004
733.1;29;14;25;49.88;20/07/2004
733.15;27;14;23;50.46;21/07/2004
733.18;21;14;17;50.81;22/07/2004
733.21;22;14;18;51.16;23/07/2004
733.22;16;14;12;51.28;24/07/2004
733.22;14;14;9;51.28;25/07/2004
733.21;11;14;7;51.16;26/07/2004
733.19;8;14;4;50.93;27/07/2004
733.18;11;14;7;50.81;28/07/2004
733.17;11;14;7;50.69;29/07/2004
733.15;8;14;4;50.46;30/07/2004
733.13;8;14;4;50.23;31/07/2004
733.12;11;14;7;50.11;01/08/2004
733.1;8;14;5;49.88;02/08/2004
733.08;9;14;5;49.65;03/08/2004
733.06;8;14;4;49.42;04/08/2004
733.03;6;14;2;49.08;05/08/2004
733.02;11;14;8;48.96;06/08/2004
733;8;14;6;48.73;07/08/2004
732.97;6;14;2;48.39;08/08/2004
732.95;8;14;4;48.17;09/08/2004
732.93;8;14;4;47.94;10/08/2004
732.91;8;14;4;47.71;11/08/2004
732.89;8;14;4;47.49;12/08/2004
732.87;8;14;5;47.26;13/08/2004
732.84;6;14;4;46.93;14/08/2004
732.82;8;14;6;46.7;15/08/2004
732.79;6;14;2;46.37;16/08/2004
732.77;8;14;5;46.15;17/08/2004
732.75;8;14;5;45.92;18/08/2004
732.72;6;14;3;45.59;19/08/2004
732.69;6;14;3;45.26;20/08/2004
732.67;8;14;6;45.04;21/08/2004
732.64;6;14;3;44.71;22/08/2004
732.61;6;14;3;44.38;23/08/2004
732.58;6;14;3;44.06;24/08/2004
732.56;9;14;5;43.84;25/08/2004
732.53;6;14;3;43.52;26/08/2004
732.51;9;14;5;43.3;27/08/2004
732.48;6;14;4;42.98;28/08/2004
732.46;9;14;5;42.76;29/08/2004
732.44;9;14;5;42.55;30/08/2004
732.41;6;14;2;42.23;31/08/2004
732.4;11;14;6;42.12;01/09/2004
732.37;6;14;2;41.8;02/09/2004
732.34;6;14;2;41.49;03/09/2004
732.32;9;14;4;41.28;04/09/2004
732.3;9;14;3;41.06;05/09/2004
732.28;9;14;4;40.85;06/09/2004
732.25;6;14;2;40.54;07/09/2004
732.22;6;14;3;40.23;08/09/2004
732.19;6;14;2;39.92;09/09/2004
732.16;6;14;2;39.61;10/09/2004
732.14;9;14;4;39.4;11/09/2004
732.12;9;14;2;39.19;12/09/2004
732.1;9;14;3;38.99;13/09/2004
732.09;11;14;6;38.89;14/09/2004
732.08;11;14;6;38.78;15/09/2004
732.07;11;14;6;38.68;16/09/2004
732.03;4;14;1;38.27;17/09/2004
732.04;16;14;8;38.37;18/09/2004
732.03;11;14;6;38.27;19/09/2004
732.01;9;14;4;38.07;20/09/2004
731.99;9;14;4;37.87;21/09/2004
731.96;7;14;2;37.56;22/09/2004
731.93;7;14;2;37.26;23/09/2004
731.91;9;14;5;37.06;24/09/2004
731.88;7;14;3;36.76;25/09/2004
731.85;7;14;2;36.47;26/09/2004
731.81;4;14;1;36.07;27/09/2004
731.78;7;14;3;35.78;28/09/2004
731.76;9;14;5;35.58;29/09/2004
731.72;5;14;1;35.19;30/09/2004
731.7;9;14;3;35;01/10/2004
731.69;11;14;5;34.9;02/10/2004
731.69;14;14;6;34.9;03/10/2004
731.66;7;14;1;34.61;04/10/2004
731.64;9;14;4;34.42;05/10/2004
731.61;7;14;2;34.13;06/10/2004
731.59;9;14;4;33.94;07/10/2004
731.57;9;14;4;33.75;08/10/2004
731.55;9;14;3;33.56;09/10/2004
731.52;7;14;2;33.27;10/10/2004
731.52;14;14;2;33.27;11/10/2004
731.49;7;14;3;32.99;12/10/2004
731.49;14;14;5;32.99;13/10/2004
731.47;9;14;8;32.81;14/10/2004
731.45;9;14;5;32.62;15/10/2004
731.43;9;14;4;32.43;16/10/2004
731.47;22;14;17;32.81;17/10/2004
731.48;16;14;11;32.9;18/10/2004
731.56;31;14;25;33.65;19/10/2004
731.58;18;14;12;33.84;20/10/2004
731.59;16;14;10;33.94;21/10/2004
731.6;16;14;10;34.03;22/10/2004
731.59;11;14;5;33.94;23/10/2004
731.59;14;14;7;33.94;24/10/2004
731.63;22;13;16;34.32;25/10/2004
731.65;18;14;12;34.51;26/10/2004
731.66;16;14;11;34.61;27/10/2004
731.65;11;14;6;34.51;28/10/2004
731.63;9;14;3;34.32;29/10/2004
731.62;11;14;6;34.22;30/10/2004
731.61;11;14;6;34.13;31/10/2004
731.6;11;14;6;34.03;01/11/2004
731.59;11;14;6;33.94;02/11/2004
731.57;9;14;4;33.75;03/11/2004
731.55;9;14;4;33.56;04/11/2004
731.53;9;14;5;33.37;05/11/2004
731.53;14;14;10;33.37;06/11/2004
731.52;11;14;4;33.27;07/11/2004
731.5;9;14;4;33.09;08/11/2004
731.5;14;14;8;33.09;09/11/2004
731.5;14;14;8;33.09;10/11/2004
731.52;18;14;9;33.27;11/11/2004
731.52;14;14;11;33.27;12/11/2004
731.51;11;14;6;33.18;13/11/2004
731.5;11;14;4;33.09;14/11/2004
731.52;18;14;11;33.27;15/11/2004
731.57;24;14;19;33.75;16/11/2004
731.64;29;14;23;34.42;17/11/2004
731.69;25;14;19;34.9;18/11/2004
731.75;27;14;21;35.48;19/11/2004
731.78;20;14;14;35.78;20/11/2004
731.79;16;14;9;35.87;21/11/2004
731.78;11;14;6;35.78;22/11/2004
731.76;9;14;4;35.58;23/11/2004
731.75;11;14;6;35.48;24/11/2004
731.73;9;14;4;35.29;25/11/2004
731.7;7;14;2;35;26/11/2004
731.7;14;14;9;35;27/11/2004
731.77;29;14;23;35.68;28/11/2004
731.83;27;14;21;36.27;29/11/2004
731.88;25;14;19;36.76;30/11/2004
731.89;16;14;11;36.86;01/12/2004
731.88;11;14;9;36.76;02/12/2004
731.88;14;14;15;36.76;03/12/2004
731.88;14;14;14;36.76;04/12/2004
731.88;14;14;22;36.76;05/12/2004
731.88;14;14;30;36.76;06/12/2004
731.88;14;14;27;36.76;07/12/2004
731.88;14;14;20;36.76;08/12/2004
731.88;14;14;20;36.76;09/12/2004
731.88;14;14;17;36.76;10/12/2004
731.88;14;14;20;36.76;11/12/2004
731.88;14;14;17;36.76;12/12/2004
731.88;14;14;16;36.76;13/12/2004
731.88;14;14;14;36.76;14/12/2004
732.49;15;14;16;43.08;15/12/2004
732.49;14;14;16;43.08;16/12/2004
732.49;14;14;13;43.08;17/12/2004
732.49;14;14;7;43.08;18/12/2004
732.49;14;14;17;43.08;19/12/2004
732.49;14;14;13;43.08;20/12/2004
732.49;14;14;13;43.08;21/12/2004
732.49;14;14;18;43.08;22/12/2004
732.49;14;14;33;43.08;23/12/2004
732.49;14;14;28;43.08;24/12/2004
732.49;14;14;28;43.08;25/12/2004
732.49;14;14;28;43.08;26/12/2004
733.02;16;14;21;48.96;27/12/2004
733.02;14;14;11;48.96;28/12/2004
733.12;40;14;6;50.11;29/12/2004
733.07;0;14;16;49.54;30/12/2004
732.96;1;14;11;48.28;31/12/2004
732.85;1;14;12;47.04;01/01/2005
732.75;1;14;13;46.5;02/01/2005
733.1;15;14;18;49.88;03/01/2005
733.1;14;14;19;49.88;04/01/2005
733.1;14;14;23;49.88;05/01/2005
733.1;14;14;21;49.88;06/01/2005
733.35;80;14;19;52.81;07/01/2005
733.35;14;14;15;52.81;08/01/2005
733.35;14;14;12;52.81;09/01/2005
733.35;14;14;14;52.81;10/01/2005
733.61;85;14;67;55.95;11/01/2005
733.69;36;14;36;56.93;12/01/2005
733.74;28;14;28;57.55;13/01/2005
733.77;22;14;23;57.92;14/01/2005
733.79;19;14;19;58.17;15/01/2005
733.8;16;14;16;58.3;16/01/2005
733.81;16;14;16;58.42;17/01/2005
733.81;14;14;21;58.42;18/01/2005
733.82;16;14;23;58.55;19/01/2005
733.88;31;14;37;59.3;20/01/2005
733.88;14;14;69;59.3;21/01/2005
733.88;14;14;50;59.3;22/01/2005
733.88;14;14;56;59.3;23/01/2005
733.88;14;14;58;59.3;24/01/2005
733.88;14;14;68;59.3;25/01/2005
733.88;14;14;46;59.3;26/01/2005
733.95;34;14;46;60.19;27/01/2005
734.09;56;14;27;62.03;28/01/2005
734.25;60;14;44;64.04;29/01/2005
734.4;60;14;20;66.05;30/01/2005
734.55;60;14;15;68.06;31/01/2005
734.69;60;14;18;70.07;01/02/2005
734.84;60;14;20;72.08;02/02/2005
734.98;60;14;23;74.09;03/02/2005
735.12;60;14;27;76.1;04/02/2005
735.32;31;14;28;79.09;05/02/2005
735.38;35;14;27;79.99;06/02/2005
735.41;24;14;24;80.44;07/02/2005
735.43;20;14;19;80.75;08/02/2005
735.42;10;14;16;80.59;09/02/2005
735.4;7;14;17;80.29;10/02/2005
735.41;17;14;16;80.44;11/02/2005
735.45;27;14;18;81.05;12/02/2005
735.46;17;14;17;81.2;13/02/2005
735.47;17;14;17;81.35;14/02/2005
735.45;7;14;14;81.05;15/02/2005
735.45;14;14;12;81.05;16/02/2005
735.45;14;14;10;81.05;17/02/2005
735.43;7;14;10;80.75;18/02/2005
735.41;7;14;8;80.44;19/02/2005
735.39;7;14;7;80.14;20/02/2005
735.37;7;14;7;79.83;21/02/2005
735.34;4;14;7;79.39;22/02/2005
735.32;4;14;9;79.09;23/02/2005
735.3;7;14;11;78.79;24/02/2005
735.3;14;14;15;78.79;25/02/2005
735.3;14;14;18;78.79;26/02/2005
735.3;14;14;19;78.79;27/02/2005
735.3;14;14;19;78.79;28/02/2005
735.3;14;14;18;78.79;01/03/2005
735.3;14;14;16;78.79;02/03/2005
735.3;14;13;14;78.83;03/03/2005
735.4;17;14;13;80.29;04/03/2005
735.39;10;14;12;80.14;05/03/2005
735.38;10;14;10;79.99;06/03/2005
735.37;10;14;9;79.84;07/03/2005
735.35;7;14;8;79.54;08/03/2005
735.34;10;14;6;79.39;09/03/2005
735.31;3;14;6;78.94;10/03/2005
735.28;3;14;6;78.49;11/03/2005
735.26;7;14;6;78.2;12/03/2005
735.24;7;14;11;77.9;13/03/2005
735.23;10;14;14;77.75;14/03/2005
735.27;27;14;19;78.34;15/03/2005
735.29;20;14;20;78.64;16/03/2005
735.36;37;14;41;79.69;17/03/2005
735.38;17;13;17;79.99;18/03/2005
735.38;13;13;17;79.99;19/03/2005
735.38;14;14;15;79.99;20/03/2005
735.38;14;14;15;79.99;21/03/2005
735.38;14;14;15;79.99;22/03/2005
735.4;17;14;14;80.29;23/03/2005
735.41;17;14;14;80.44;24/03/2005
735.41;14;14;14;80.44;25/03/2005
735.41;14;14;13;80.44;26/03/2005
735.42;17;14;11;80.59;27/03/2005
735.41;10;14;12;80.44;28/03/2005
735.4;10;14;10;80.29;29/03/2005
735.41;17;14;8;80.44;30/03/2005
735.37;0;14;8;79.84;31/03/2005
735.35;7;14;7;79.54;01/04/2005
735.33;7;14;7;79.24;02/04/2005
735.31;7;14;9;78.94;03/04/2005
735.31;7;14;10;78.94;04/04/2005
735.31;7;14;11;78.94;05/04/2005
735.31;14;14;11;78.94;06/04/2005
735.31;14;14;10;78.94;07/04/2005
735.31;14;14;9;78.94;08/04/2005
735.31;14;14;8;78.94;09/04/2005
735.31;14;14;8;78.94;10/04/2005
735.31;14;14;6;78.94;11/04/2005
735.31;14;14;6;78.94;12/04/2005
735.31;14;14;6;78.94;13/04/2005
735.31;14;14;6;78.95;14/04/2005
735.31;14;14;5;78.94;15/04/2005
735.31;14;14;5;78.94;16/04/2005
735.31;14;14;5;78.94;17/04/2005
735.31;14;14;6;78.94;18/04/2005
735.31;14;14;6;78.94;19/04/2005
735.31;14;14;6;78.94;20/04/2005
735.31;14;14;7;78.94;21/04/2005
735.31;14;14;7;78.94;22/04/2005
735.31;14;14;8;78.94;23/04/2005
735.31;14;14;7;78.94;24/04/2005
735.31;14;14;7;78.94;25/04/2005
735.31;14;14;7;78.94;26/04/2005
735.27;1;14;9;78.35;27/04/2005
735.22;14;14;8;78.35;28/04/2005
735.22;14;14;8;78.35;29/04/2005
735.22;14;14;10;78.35;30/04/2005
735.22;14;14;10;78.35;01/05/2005
735.22;14;14;8;78.35;02/05/2005
735.22;14;14;8;78.35;03/05/2005
735.22;14;14;8;78.35;04/05/2005
735.22;14;14;7;78.35;05/05/2005
735.22;14;14;5;78.35;06/05/2005
735.22;14;14;5;78.35;07/05/2005
735.12;14;14;5;78.35;08/05/2005
735.12;14;14;5;78.35;09/05/2005
735.12;14;14;5;78.35;10/05/2005
735.12;14;14;6;78.35;11/05/2005
735.12;14;14;6;78.35;12/05/2005
735.12;14;14;6;78.35;13/05/2005
735.12;14;14;5;78.35;14/05/2005
735.12;14;14;4;78.35;15/05/2005
735.12;14;14;4;78.35;16/05/2005
735.12;14;14;5;78.35;17/05/2005
735.12;14;14;5;78.35;18/05/2005
735.12;14;14;6;78.35;19/05/2005
735.12;14;14;7;78.35;20/05/2005
735.12;14;14;7;78.35;21/05/2005
732.12;14;14;8;78.35;22/05/2005
735.12;14;14;7;78.35;23/05/2005
735.12;14;14;97;78.35;24/05/2005
735.12;14;14;83;78.35;25/05/2005
735.12;14;14;55;78.35;26/05/2005
735.12;14;14;41;78.35;27/05/2005
735.12;14;14;31;78.35;28/05/2005
735.12;14;14;19;78.35;29/05/2005
735.12;14;14;15;78.35;30/05/2005
735.12;14;14;11;78.35;31/05/2005
735.12;14;14;10;78.35;01/06/2005
735.12;14;14;9;78.35;02/06/2005
735.12;14;14;8;78.35;03/06/2005
735.12;14;14;8;78.35;04/06/2005
735.12;14;14;7;78.35;05/06/2005
735.12;14;14;6;78.35;06/06/2005
735.12;14;14;6;78.35;07/06/2005
735.12;14;14;6;78.35;08/06/2005
735.12;14;14;6;78.35;09/06/2005
735.12;14;14;6;78.35;10/06/2005
735.12;14;14;6;78.35;11/06/2005
735.12;14;14;5;78.35;12/06/2005
735.12;14;14;5;78.35;13/06/2005
735.12;14;14;5;78.35;14/06/2005
735.12;14;14;5;78.35;15/06/2005
735.12;14;14;5;78.35;16/06/2005
735.12;14;14;5;78.35;17/06/2005
735.12;14;14;6;78.35;18/06/2005
735.12;14;14;7;78.35;19/06/2005
735.12;14;14;7;78.35;20/06/2005
735.12;14;14;9;78.35;21/06/2005
735.12;14;14;9;78.35;22/06/2005
735.12;14;14;8;78.35;23/06/2005
735.12;14;14;7;78.35;24/06/2005
735.12;14;14;7;78.35;25/06/2005
735.12;14;14;6;78.35;26/06/2005
735.12;14;14;7;78.35;27/06/2005
735.12;14;14;7;78.35;28/06/2005
735.12;14;14;7;78.35;29/06/2005
735.12;14;14;6;78.35;30/06/2005
735.12;14;14;6;78.35;01/07/2005
735.12;14;14;5;78.35;02/07/2005
735.12;14;14;6;78.35;03/07/2005
735.12;14;14;5;78.35;04/07/2005
735.12;14;14;6;78.35;05/07/2005
735.12;14;14;5;78.35;06/07/2005
735.12;14;14;5;78.35;07/07/2005
735.12;14;14;6;78.35;08/07/2005
735.12;14;14;6;78.35;09/07/2005
735.12;14;14;6;78.35;10/07/2005
735.12;14;14;7;78.35;11/07/2005
735.12;14;14;7;78.35;12/07/2005
735.12;14;14;6;78.35;13/07/2005
735.12;14;14;5;78.35;14/07/2005
735.12;14;14;4;78.35;15/07/2005
735.12;14;14;4;78.35;16/07/2005
735.12;14;14;4;78.35;17/07/2005
735.12;14;14;3;78.35;18/07/2005
735.12;14;14;4;78.35;19/07/2005
735.12;14;14;5;78.35;20/07/2005
735.12;14;14;4;78.35;21/07/2005
735.12;14;14;6;78.35;22/07/2005
735.12;14;14;8;78.35;23/07/2005
735.12;14;14;9;78.35;24/07/2005
735.12;14;14;9;78.35;25/07/2005
735.12;14;14;10;78.35;26/07/2005
735.12;14;14;9;78.35;27/07/2005
735.12;14;14;7;78.35;28/07/2005
735.12;14;14;6;78.35;29/07/2005
735.12;14;14;6;78.35;30/07/2005
735.12;14;14;5;78.35;31/07/2005
735.12;14;14;6;78.35;01/08/2005
735.12;14;14;5;78.35;02/08/2005
735.12;14;14;5;78.35;03/08/2005
735.12;14;14;4;78.35;04/08/2005
735.12;14;14;4;78.35;05/08/2005
735.12;14;14;4;78.35;06/08/2005
735.12;14;14;6;78.35;07/08/2005
735.12;14;14;8;78.35;08/08/2005
735.12;14;14;10;78.35;09/08/2005
735.12;14;14;11;78.35;10/08/2005
735.12;14;14;12;78.35;11/08/2005
735.12;14;14;10;78.35;12/08/2005
735.12;14;14;9;78.35;13/08/2005
735.12;14;14;7;78.35;14/08/2005
735.12;14;14;6;78.35;15/08/2005
735.12;14;14;6;78.35;16/08/2005
735.12;14;14;6;78.35;17/08/2005
735.12;14;14;5;78.35;18/08/2005
735.12;14;14;4;78.35;19/08/2005
735.12;14;14;4;78.35;20/08/2005
735.12;14;14;4;78.35;21/08/2005
735.12;14;14;4;78.35;22/08/2005
735.12;14;14;4;78.35;23/08/2005
735.12;14;14;4;78.35;24/08/2005
735.12;14;14;3;78.35;25/08/2005
735.12;14;14;3;78.35;26/08/2005
735.12;14;14;3;78.35;27/08/2005
735.12;14;14;3;78.35;28/08/2005
735.12;14;14;4;78.35;29/08/2005
735.12;14;14;5;78.35;30/08/2005
735.12;14;14;7;78.35;31/08/2005
735.12;14;14;8;78.35;01/09/2005
735.12;14;14;9;78.35;02/09/2005
735.12;14;14;11;78.35;03/09/2005
735.12;14;14;12;78.35;04/09/2005
735.12;14;14;11;78.35;05/09/2005
735.12;14;14;11;78.35;06/09/2005
735.12;14;14;11;78.35;07/09/2005
735.12;14;14;10;78.35;08/09/2005
735.12;14;14;9;78.35;09/09/2005
735.12;14;14;8;78.35;10/09/2005
735.12;14;14;9;78.35;11/09/2005
734.53;10;13;9;67.82;12/09/2005
734.53;10;13;9;67.82;13/09/2005
734.54;16;13;11;67.96;14/09/2005
734.55;15;12;11;68.1;15/09/2005
734.54;11;14;10;67.96;16/09/2005
734.54;14;14;11;67.96;17/09/2005
734.55;15;12;11;68.1;18/09/2005
734.59;15;12;11;68.68;19/09/2005
734.61;20;14;11;68.92;20/09/2005
734.63;16;13;11;69.19;21/09/2005
734.63;13;13;9;69.19;22/09/2005
734.63;14;14;10;69.19;23/09/2005
734.63;14;14;10;69.19;24/09/2005
734.63;13;13;12;69.19;25/09/2005
734.64;16;13;12;69.32;26/09/2005
734.69;23;13;14;70.02;27/09/2005
734.69;13;13;12;70.02;28/09/2005
734.72;19;13;11;70.44;29/09/2005
734.71;10;13;10;70.3;30/09/2005
734.71;13;13;9;70.3;01/10/2005
734.71;13;13;8;70.3;02/10/2005
734.72;14;13;9;70.44;03/10/2005
734.72;13;13;9;70.44;04/10/2005
734.72;13;13;8;70.44;05/10/2005
734.7;12;13;8;70.16;06/10/2005
734.7;13;13;7;70.16;07/10/2005
734.7;13;13;8;70.16;08/10/2005
734.69;13;13;8;70.02;09/10/2005
734.66;4;13;9;69.61;10/10/2005
734.65;10;13;9;69.47;11/10/2005
734.65;13;13;9;69.47;12/10/2005
734.63;7;13;9;69.19;13/10/2005
734.61;7;13;9;68.92;14/10/2005
734.61;13;13;8;68.92;15/10/2005
734.61;13;13;10;68.92;16/10/2005
734.61;13;13;11;60.92;17/10/2005
734.58;10;13;11;68.51;18/10/2005
734.58;13;13;11;68.51;19/10/2005
734.58;13;13;12;68.51;20/10/2005
734.61;14;13;12;68.92;21/10/2005
734.65;26;13;54;69.47;22/10/2005
734.61;13;14;40;68.92;23/10/2005
734.85;20;14;24;72.26;24/10/2005
734.88;16;13;20;72.69;25/10/2005
734.89;16;13;18;72.83;26/10/2005
734.89;13;13;21;72.83;27/10/2005
734.89;13;13;23;72.83;28/10/2005
734.92;13;13;22;73.26;29/10/2005
734.92;13;13;21;73.26;30/10/2005
735.05;16;13;21;75.12;31/10/2005
735.07;16;13;17;75.41;01/11/2005
735.07;13;13;15;75.41;02/11/2005
735.06;13;14;15;75.27;03/11/2005
735.06;13;13;14;75.27;04/11/2005
735.06;13;13;15;75.27;05/11/2005
735.06;13;13;15;75.27;06/11/2005
735.06;13;13;14;75.27;07/11/2005
735.07;14;13;12;75.41;08/11/2005
735.06;10;13;12;75.27;09/11/2005
735.05;10;13;12;75.12;10/11/2005
735.03;6;13;11;74.83;11/11/2005
735.03;13;13;9;74.83;12/11/2005
735.03;14;14;8;74.83;13/11/2005
735.03;13;13;6;74.83;14/11/2005
735.03;13;13;3;74.83;15/11/2005
735.02;10;13;4;74.7;16/11/2005
734.98;1;13;8;74.18;17/11/2005
734.95;1;13;10;73.66;18/11/2005
734.91;1;13;11;73.14;19/11/2005
734.87;12;13;11;72.55;20/11/2005
734.87;13;13;10;72.55;21/11/2005
734.85;6;13;11;72.26;22/11/2005
734.82;3;13;11;71.82;23/11/2005
734.81;10;13;13;71.7;24/11/2005
734.83;19;13;14;71.98;25/11/2005
734.83;13;13;14;71.98;26/11/2005
734.84;16;13;12;72.11;27/11/2005
734.82;10;13;10;71.84;28/11/2005
734.81;10;13;9;71.71;29/11/2005
734.83;19;13;11;71.98;30/11/2005
734.79;1;13;13;71.46;01/12/2005
734.81;20;14;15;71.72;02/12/2005
734.81;14;14;18;71.72;03/12/2005
734.83;19;13;20;71.98;04/12/2005
734.83;13;13;19;71.98;05/12/2005
734.83;13;13;19;71.98;06/12/2005
734.83;13;13;17;71.98;07/12/2005
734.83;13;13;17;71.98;08/12/2005
734.83;13;13;14;71.98;09/12/2005
734.83;14;13;13;72.02;10/12/2005
734.83;13;13;12;72.02;11/12/2005
734.84;17;14;11;72.15;12/12/2005
734.83;10;14;9;71.98;13/12/2005
734.83;13;13;7;71.98;14/12/2005
734.83;13;13;8;71.98;15/12/2005
734.83;13;13;11;71.98;16/12/2005
734.83;13;13;13;71.98;17/12/2005
734.83;13;13;14;71.98;18/12/2005
734.83;13;13;16;71.98;19/12/2005
734.83;13;13;16;71.98;20/12/2005
734.83;13;13;13;71.98;21/12/2005
734.83;13;14;12;71.94;22/12/2005
734.84;17;14;12;72.07;23/12/2005
734.89;29;13;11;72.77;24/12/2005
734.89;13;13;9;72.77;25/12/2005
734.89;13;13;9;72.77;26/12/2005
734.89;13;13;8;72.77;27/12/2005
734.89;13;13;7;72.77;28/12/2005
734.89;13;13;8;72.77;29/12/2005
734.85;1;13;9;72.25;30/12/2005
734.83;7;13;13;71.98;31/12/2005
734.65;14;14;16;69.47;01/01/2006
734.6;14;14;27;68.78;02/01/2006
734.83;66;13;41;75.36;03/01/2006
734.83;1663;13;46;75.36;04/01/2006
734.9;28;13;43;76.31;05/01/2006
734.98;37;13;23;77.39;06/01/2006
735;19;13;18;77.66;07/01/2006
734.99;10;13;16;77.53;08/01/2006
734.99;16;13;14;77.66;09/01/2006
734.98;-34;13;12;77.39;10/01/2006
734.98;-31;13;11;77.39;11/01/2006
734.95;7;13;9;76.98;12/01/2006
735.29;28;13;8;81.61;13/01/2006
734.9;7;13;8;76.31;14/01/2006
